DistanceFromVenue,Availability,InterestLevel,RelationshipWithHost,SocialCircleAttendance,MaritalStatus,PersonalInvitation,WeatherForecast,PreviousAttendance,TransportationAvailability,WillAttend
39,0,10,2,45,1,0,1,0,0,1
45,0,6,3,61,1,1,1,0,0,1
42,1,1,8,1,1,1,0,1,1,1
39,0,5,7,74,0,1,1,1,0,1
14,0,4,4,100,1,0,1,1,0,1
31,0,4,4,81,1,1,0,0,1,1
5,0,7,9,43,0,0,0,0,1,1
35,0,9,5,87,1,1,0,0,1,1
23,0,8,5,82,1,0,1,1,1,1
29,1,8,7,4,0,0,1,0,1,1
43,1,5,1,92,0,1,0,1,1,1
11,1,6,3,38,1,0,0,0,1,1
18,0,2,2,65,0,0,0,0,1,1
47,0,3,10,80,0,0,1,1,1,1
12,0,5,6,44,1,1,1,0,1,1
9,1,2,6,74,1,0,0,1,0,1
10,0,3,10,100,1,0,1,0,1,1
44,1,4,1,12,1,0,1,0,0,1
17,0,6,6,92,1,1,0,1,0,1
38,0,5,10,31,1,1,1,0,1,1
7,0,10,2,42,0,1,1,0,1,1
46,1,4,4,7,1,0,0,1,1,1
13,0,2,6,73,0,1,0,0,1,1
40,1,5,3,88,0,1,0,1,0,1
42,0,5,3,58,1,1,0,1,1,1
9,0,7,3,10,0,1,0,1,0,1
50,1,1,4,27,1,0,1,0,0,1
27,0,4,9,96,0,1,1,1,1,1
2,0,5,4,38,0,1,1,0,1,1
5,0,8,4,25,0,1,0,1,0,1
29,0,8,4,71,0,1,0,1,1,1
37,1,1,7,25,0,0,1,0,1,1
38,1,5,5,31,0,0,1,1,1,1
19,0,10,2,45,1,1,0,1,1,1
8,0,1,7,27,0,0,0,1,1,1
48,1,1,3,6,1,0,1,0,1,1
45,0,2,1,34,1,1,1,1,1,1
1,1,2,9,65,0,0,1,0,0,1
22,0,9,5,21,0,1,0,0,1,1
17,1,4,10,21,0,0,1,0,0,1
7,1,3,1,2,1,1,1,0,0,1
25,1,1,1,45,0,0,0,0,1,1
45,1,2,1,49,1,0,1,1,1,1
4,0,6,9,7,0,1,0,1,1,1
36,0,9,8,3,0,0,1,1,0,1
6,1,5,6,14,1,1,0,0,0,1
31,1,4,10,43,0,0,0,1,1,1
19,1,5,6,38,1,1,0,1,1,1
44,1,9,6,75,0,0,0,1,1,1
39,0,7,4,28,0,0,0,0,1,1
27,1,8,5,72,0,0,1,1,0,1
10,1,4,10,61,0,0,0,1,0,1
26,1,8,3,83,0,0,1,0,0,1
19,1,6,3,33,1,1,0,1,0,1
39,1,5,10,25,1,1,1,1,0,1
3,1,7,7,84,1,1,1,0,1,1
45,1,6,5,86,1,1,1,0,0,1
13,0,3,8,17,1,0,0,0,1,1
50,1,5,5,62,0,1,1,0,0,1
28,1,9,4,51,0,1,1,1,0,1
20,1,7,3,53,0,0,0,0,1,1
28,0,4,2,87,0,1,1,1,0,1
8,0,7,3,41,0,0,1,0,1,1
41,0,5,7,92,1,1,0,0,1,1
39,1,2,8,53,1,0,0,0,1,1
1,1,6,5,51,1,0,0,1,1,1
3,1,7,1,12,1,0,0,1,0,1
13,0,8,3,31,1,1,1,1,0,1
28,1,6,4,82,0,0,1,1,1,1
49,0,8,10,80,0,1,0,0,1,1
25,0,7,4,65,0,0,1,0,0,1
33,0,2,1,81,0,0,1,0,0,1
38,0,6,10,57,1,0,0,1,1,1
6,0,9,9,38,1,0,1,1,1,1
44,1,6,10,26,0,0,1,0,1,1
45,1,4,4,77,0,0,0,0,1,1
32,0,7,2,53,0,1,1,1,0,1
45,1,3,9,78,0,0,0,1,1,1
47,1,5,4,71,0,0,1,0,0,1
21,0,1,4,72,0,1,1,0,1,1
16,0,10,6,84,1,1,0,0,1,1
21,1,3,8,42,1,0,1,1,0,1
11,1,8,5,98,1,0,0,1,0,1
37,1,9,8,51,1,0,0,0,0,1
36,1,9,1,13,0,0,0,0,0,1
35,0,10,4,90,0,1,1,0,1,1
19,1,2,1,7,0,1,1,1,1,1
20,0,4,3,34,0,1,0,1,1,1
18,0,5,7,17,1,1,0,0,1,1
47,1,3,1,54,0,1,0,0,0,1
41,1,1,5,77,0,0,1,0,1,1
49,1,6,1,51,1,1,0,1,0,1
14,0,10,6,71,0,0,1,1,1,1
15,0,2,9,48,1,1,0,1,1,1
31,0,9,3,7,0,1,1,1,0,1
1,0,1,6,36,1,0,1,0,1,1
3,1,9,4,65,1,0,1,0,1,1
16,0,7,6,80,0,0,1,1,0,1
23,0,10,2,76,0,0,1,1,0,1
11,1,2,4,77,1,0,1,1,0,1
12,0,6,7,40,0,0,0,0,1,1
10,0,8,6,72,1,1,0,1,0,1
32,1,2,9,26,0,1,0,0,0,1
16,0,5,7,19,1,1,1,0,1,1
8,0,6,1,37,0,1,1,0,0,1
38,0,3,6,11,1,1,1,1,1,1
12,0,2,3,41,1,1,0,1,0,1
24,1,6,8,85,0,1,1,1,1,1
28,0,3,1,100,0,1,0,1,0,1
8,1,2,10,49,1,0,0,0,0,1
28,0,1,2,30,1,1,0,0,0,1
36,1,8,3,76,1,1,1,1,0,1
26,1,1,3,64,0,0,0,0,1,1
8,1,5,7,52,1,0,0,0,0,1
50,0,6,8,39,1,1,1,1,1,1
28,0,3,9,72,0,0,0,1,1,1
28,0,7,7,38,1,0,0,0,1,1
37,1,2,8,9,0,0,0,1,0,1
41,0,7,6,28,1,0,1,0,0,1
36,0,2,2,39,0,1,1,1,0,1
27,0,5,1,29,0,0,1,0,0,1
17,0,7,3,1,0,1,1,1,1,1
9,1,3,9,81,0,0,0,0,1,1
33,1,4,7,27,0,0,1,1,1,1
20,0,1,2,46,0,0,1,1,0,1
13,0,3,1,31,1,0,0,1,1,1
28,0,9,2,87,0,0,0,0,1,1
48,1,10,3,77,1,0,1,1,1,1
29,0,5,6,88,0,0,0,1,1,1
13,1,8,9,88,0,0,0,0,1,1
46,1,2,8,31,1,0,1,1,0,1
35,0,3,10,26,0,1,1,0,1,1
6,0,7,9,53,1,1,0,0,1,1
18,0,10,8,95,1,1,0,0,1,1
5,1,4,7,55,1,0,1,0,1,1
47,1,9,6,30,0,0,1,0,1,1
25,0,7,8,23,1,0,1,0,0,1
2,1,1,6,34,1,1,0,1,1,1
10,0,4,2,29,1,0,0,0,0,1
30,0,10,9,96,0,1,0,1,0,1
50,1,6,9,54,0,1,1,0,0,1
45,1,6,3,63,0,0,1,1,0,1
5,1,10,9,32,0,1,1,0,0,1
33,1,6,2,45,0,0,1,0,1,1
1,0,5,3,90,1,1,1,1,1,1
18,0,3,6,96,1,0,0,1,0,1
32,0,2,4,32,1,0,0,0,0,1
47,1,3,8,67,1,0,0,0,0,1
49,0,9,1,63,0,0,0,1,0,1
11,1,3,6,29,0,0,0,1,1,1
21,1,3,2,78,0,1,0,0,1,1
26,1,1,6,28,0,0,1,0,0,1
25,0,2,1,61,1,0,1,1,1,1
22,1,3,2,91,1,1,1,0,0,1
27,1,2,9,95,1,1,1,0,1,1
49,1,8,6,99,0,0,0,1,0,1
13,1,6,8,29,1,1,0,1,1,1
33,1,7,7,11,1,0,0,0,1,1
34,1,1,9,66,0,0,1,0,0,1
41,1,6,9,14,0,0,1,1,0,1
35,1,2,4,9,1,1,1,1,1,1
1,1,6,7,85,0,0,0,1,0,1
21,1,3,5,60,1,0,0,1,0,1
48,1,7,7,22,1,0,1,1,1,1
6,1,3,4,10,1,0,1,0,0,1
28,0,9,10,15,1,0,1,1,0,1
17,0,3,1,48,1,0,1,1,1,1
5,1,7,4,79,0,0,1,1,0,1
31,1,4,10,13,0,1,1,0,1,1
5,1,8,3,5,0,0,0,0,1,1
38,0,2,9,41,1,0,1,1,0,1
3,0,8,5,16,1,0,0,0,0,1
23,0,9,4,94,0,1,0,1,0,1
37,1,8,8,41,0,1,1,1,1,1
37,1,6,5,9,0,0,0,1,0,1
10,1,10,3,45,1,0,1,0,1,1
10,1,1,2,83,0,1,1,0,0,1
19,0,7,8,48,0,0,1,0,1,1
17,1,1,2,8,1,0,1,1,0,1
21,0,7,8,78,0,0,0,0,1,1
14,0,2,5,38,0,0,0,1,0,1
9,1,8,8,1,1,1,1,0,0,1
46,0,2,5,67,1,0,0,1,1,1
1,0,3,1,51,0,1,1,1,1,1
45,0,3,2,87,1,0,1,0,1,1
13,0,1,6,81,0,1,1,1,1,1
4,1,5,3,10,0,0,1,0,1,1
1,1,5,8,36,0,0,1,1,1,1
49,0,10,5,89,0,1,0,1,0,1
40,1,5,3,71,1,0,0,0,1,1
32,0,9,10,21,1,1,0,1,0,1
34,1,6,7,51,1,1,1,1,1,1
28,1,6,8,4,0,0,1,1,1,1
31,1,3,4,1,0,0,0,1,1,1
8,1,5,9,4,0,1,0,0,1,1
39,1,10,6,98,1,1,1,0,1,1
26,0,7,1,31,0,1,1,0,0,1
34,1,3,5,18,0,0,1,1,0,1
3,0,2,5,3,0,0,1,0,1,1
50,0,5,7,86,1,0,0,0,0,1
12,1,3,7,45,0,1,0,1,0,1
1,0,5,6,82,0,0,1,1,1,1
44,1,9,8,25,1,1,0,0,1,1
5,0,10,2,49,1,1,0,0,1,1
30,0,1,7,25,0,1,1,1,0,1
30,1,4,10,70,0,0,0,1,1,1
17,1,10,7,31,1,0,1,1,0,1
48,1,5,4,96,1,1,0,1,0,1
47,1,2,10,43,1,1,1,0,1,1
23,0,2,2,25,0,1,1,0,0,1
15,1,1,4,60,1,1,0,1,0,1
37,0,8,4,87,0,0,1,1,1,1
21,0,2,6,50,1,0,1,0,1,1
14,0,3,7,58,0,1,1,0,1,1
2,0,2,3,86,0,0,1,0,0,1
11,0,4,10,37,1,0,0,0,1,1
39,0,1,1,25,1,0,1,1,1,1
38,1,3,3,44,0,0,0,0,0,1
34,0,5,9,30,1,1,0,1,0,1
38,0,10,1,69,0,0,0,1,1,1
50,0,1,8,44,0,1,1,0,0,1
34,1,4,2,30,1,0,0,1,1,1
18,1,6,6,60,0,1,1,1,0,1
30,0,4,3,47,1,1,1,1,0,1
15,1,7,7,44,0,0,1,1,0,1
27,0,7,2,59,0,0,0,0,1,1
34,1,6,4,60,1,0,1,0,0,1
38,0,9,10,51,0,0,0,0,0,1
33,1,2,9,51,0,1,1,1,0,1
24,1,10,6,75,0,1,1,1,1,1
15,1,8,4,80,1,0,0,0,0,1
30,0,8,2,61,1,1,1,1,1,1
42,0,10,10,25,0,1,1,0,1,1
17,0,4,9,66,0,0,0,0,1,1
5,1,6,4,78,0,0,0,1,1,1
29,1,6,9,48,1,1,0,0,1,1
4,0,5,2,87,0,0,0,1,0,1
10,1,1,7,93,0,0,0,0,0,1
17,0,3,5,43,1,1,1,1,1,1
10,0,7,8,35,1,1,1,1,1,1
17,0,8,8,52,0,0,0,0,0,1
20,0,2,4,43,1,1,0,0,0,1
24,1,3,4,90,0,1,1,1,1,1
5,1,4,8,21,1,0,0,1,1,1
34,1,5,3,1,1,1,1,1,1,1
6,0,3,7,6,1,0,0,1,1,1
2,1,5,8,15,1,0,1,0,0,1
13,0,8,8,87,0,1,1,0,1,1
43,0,8,10,93,0,1,0,1,1,1
43,0,2,4,43,1,0,0,1,1,1
48,0,6,9,64,0,1,1,1,0,1
11,0,4,10,90,0,1,1,0,1,1
47,0,9,4,72,0,0,0,0,1,1
23,1,10,8,70,1,1,0,1,0,1
16,1,2,6,68,1,1,1,1,1,1
31,1,8,5,60,0,1,1,1,1,1
11,1,1,4,29,0,0,1,0,0,1
16,0,6,5,41,0,1,0,0,1,1
8,0,10,1,90,0,0,0,1,1,1
4,1,1,7,73,1,1,0,1,0,1
40,1,2,8,24,0,1,0,1,1,1
4,1,3,9,81,0,0,0,0,1,1
25,1,9,3,70,0,1,1,1,1,1
3,1,5,9,56,0,1,1,1,1,1
32,1,10,10,94,0,1,0,0,0,1
3,1,10,5,31,1,0,1,1,1,1
27,1,2,10,49,1,0,1,0,0,1
29,0,10,6,74,1,0,1,1,1,1
32,0,5,1,9,1,1,1,0,1,1
50,0,5,9,21,1,0,1,0,1,1
19,0,1,9,94,0,1,0,0,1,1
21,1,3,6,40,1,1,1,1,1,1
5,0,5,8,46,1,0,0,1,0,1
18,1,9,4,13,1,0,0,0,1,1
28,0,10,5,2,0,1,1,1,1,1
42,1,1,5,87,0,0,1,0,0,1
22,1,8,7,77,0,0,1,0,0,1
21,0,1,7,52,0,1,1,0,1,1
6,0,9,7,15,1,1,0,1,0,1
1,1,6,5,60,1,1,1,0,1,1
5,1,1,4,27,1,0,0,1,1,1
41,1,8,8,34,0,1,0,1,1,1
12,0,5,1,1,1,0,1,0,0,1
26,0,7,1,60,1,1,0,1,1,1
46,1,7,6,55,0,0,0,1,0,1
34,0,7,2,97,0,0,0,1,0,1
49,1,6,3,54,1,1,1,0,0,1
14,0,8,4,17,1,0,0,1,1,1
26,0,9,2,70,1,0,1,0,1,1
45,0,2,10,48,1,0,0,0,1,1
27,0,7,7,41,1,1,0,1,0,1
9,0,2,10,6,1,0,1,0,0,1
26,1,6,1,3,0,1,0,1,1,1
47,1,2,3,42,0,1,1,0,0,1
22,0,10,2,79,1,0,0,1,0,1
47,1,6,9,58,0,0,0,1,0,1
30,1,2,8,48,1,1,1,0,0,1
43,0,1,3,59,1,1,0,0,0,1
48,1,7,5,5,0,0,1,0,1,1
17,0,3,3,19,0,1,0,0,1,1
26,1,4,6,30,1,1,1,0,1,1
36,1,6,5,82,0,1,0,1,1,1
1,1,5,2,21,1,0,1,1,1,1
8,1,4,10,84,0,0,1,0,0,1
49,1,9,8,81,1,1,1,0,0,1
35,1,6,6,31,0,0,0,1,1,1
15,1,6,3,46,1,0,1,1,1,1
47,0,2,1,33,0,1,0,1,1,1
22,0,6,5,26,0,1,1,0,1,1
14,0,7,2,43,0,0,1,1,0,1
26,0,8,2,29,1,0,1,0,1,1
28,1,8,9,32,0,0,0,0,0,1
23,1,9,10,26,0,0,1,0,1,1
14,1,10,7,55,1,0,0,1,0,1
24,0,3,6,22,1,0,1,0,1,1
2,0,10,1,42,0,0,1,1,0,1
45,0,7,10,82,0,1,1,0,1,1
26,1,7,2,53,0,0,0,1,0,1
14,0,1,7,94,0,0,1,1,1,1
7,1,8,3,67,1,0,0,0,1,1
3,0,4,2,52,0,0,1,0,0,1
47,1,5,6,82,1,1,0,0,0,1
23,0,6,8,39,1,1,0,1,1,1
46,1,3,8,59,0,1,1,1,1,1
43,0,5,2,85,1,0,1,1,0,1
47,0,10,6,8,0,0,0,1,0,1
45,1,5,5,94,1,1,0,0,0,1
18,1,1,7,9,1,1,0,1,1,1
38,0,3,4,9,1,0,1,0,0,1
35,1,3,2,29,0,0,0,1,1,1
15,0,1,10,9,1,0,1,1,0,1
25,1,7,3,57,1,1,1,0,0,1
37,0,1,9,35,1,0,0,0,1,1
28,1,7,10,81,1,1,0,1,1,1
10,0,4,8,43,1,1,0,1,0,1
39,0,9,9,56,1,1,0,0,1,1
17,0,7,5,42,0,0,0,1,1,1
39,1,5,5,82,1,0,0,1,1,1
22,0,7,7,22,1,1,0,0,0,1
26,1,9,7,3,0,1,1,0,1,1
44,1,10,1,11,1,1,0,0,1,1
25,1,6,5,48,1,0,0,1,0,1
17,0,1,8,23,0,0,0,0,0,1
13,1,6,7,12,0,0,1,0,1,1
20,1,1,2,67,1,1,1,0,0,1
25,1,4,8,90,1,0,0,1,1,1
4,0,8,2,71,1,0,1,0,1,1
10,1,5,10,89,1,0,0,1,0,1
3,1,5,1,33,0,0,0,1,0,1
41,1,10,3,8,1,1,0,0,1,1
45,1,8,3,9,0,0,1,1,1,1
18,0,8,6,64,1,0,1,0,0,1
47,0,1,3,71,0,1,1,1,0,1
36,1,5,7,73,1,1,1,0,0,1
47,1,5,8,53,0,0,1,1,1,1
22,1,8,3,42,0,0,1,1,0,1
34,1,1,9,58,0,1,0,1,1,1
47,0,7,1,88,0,1,1,0,1,1
8,0,7,3,94,0,0,0,0,0,1
40,0,9,3,58,1,0,1,1,0,1
49,0,2,7,66,1,0,0,0,1,1
44,1,3,5,60,1,1,0,1,0,1
19,1,4,4,37,0,1,1,0,1,1
42,0,1,2,98,0,0,0,0,0,1
41,0,7,7,7,1,0,1,1,1,1
37,1,10,3,64,0,1,0,0,1,1
6,1,3,7,4,0,1,0,0,1,1
26,1,3,10,90,0,1,1,1,1,1
34,1,3,7,89,0,1,0,1,0,1
45,1,8,2,42,1,0,0,0,1,1
6,0,9,7,59,1,0,0,1,1,1
37,0,10,6,25,1,1,1,0,0,1
33,1,2,10,10,0,1,0,0,1,1
22,1,10,4,33,1,1,0,0,0,1
21,0,10,5,1,0,1,1,0,1,1
6,1,1,8,20,1,0,0,0,0,1
6,0,9,5,25,1,1,0,1,0,1
48,0,6,3,75,0,0,1,1,1,1
4,0,9,2,72,1,0,0,0,1,1
30,0,6,6,86,0,0,0,0,0,1
11,1,2,6,4,1,0,1,1,0,1
30,1,1,7,8,1,0,1,1,1,1
31,0,8,8,49,1,1,1,1,1,1
24,1,3,4,9,1,0,0,0,1,1
9,1,1,8,57,1,1,0,1,1,1
3,1,8,1,9,1,1,0,1,0,1
31,1,1,6,77,0,0,0,0,0,1
40,0,8,6,35,1,1,0,1,0,1
37,1,1,3,73,1,1,0,1,0,1
36,0,9,9,55,0,1,0,1,1,1
24,0,9,5,61,0,0,0,0,0,1
31,1,9,1,36,1,0,0,0,1,1
6,0,3,7,40,1,0,0,0,1,1
2,1,4,10,47,0,1,1,1,1,1
20,1,5,3,21,1,1,0,1,1,1
28,0,6,10,86,1,1,1,1,1,1
11,1,9,10,79,1,1,0,0,0,1
4,0,4,4,60,0,0,1,0,0,1
15,0,6,6,74,1,0,1,1,0,1
6,1,1,8,98,0,0,1,1,1,1
49,1,2,4,47,1,1,0,1,0,1
30,1,8,9,63,0,1,0,0,1,1
38,0,4,8,83,0,1,1,1,0,1
2,1,10,10,36,1,1,0,1,0,1
15,0,7,10,40,0,0,1,1,1,1
11,0,4,6,4,0,1,0,0,1,1
8,1,9,7,99,1,0,1,1,0,1
26,1,9,8,76,0,0,1,0,1,1
45,1,4,2,51,0,1,1,0,1,1
44,0,8,5,16,0,0,1,1,1,1
5,1,6,7,89,0,0,1,0,0,1
6,0,1,8,61,1,1,0,0,0,1
26,1,7,5,51,1,0,0,1,0,1
4,1,1,3,19,1,1,1,0,1,1
19,0,3,6,96,0,1,0,1,1,1
20,0,8,5,93,1,0,0,1,1,1
33,1,9,8,15,0,1,1,1,1,1
20,1,3,9,6,1,0,0,1,1,1
49,1,1,9,93,0,0,0,0,0,1
12,1,1,6,65,1,0,1,0,0,1
47,1,7,4,11,0,0,0,0,0,1
1,0,5,4,42,0,0,1,1,1,1
26,0,1,9,39,0,0,1,1,0,1
14,0,6,4,0,0,1,0,0,0,1
38,0,6,8,57,1,0,1,1,0,1
37,1,4,9,2,0,0,0,1,1,1
11,0,7,5,7,0,1,1,0,1,1
36,0,7,6,89,0,1,1,0,0,1
13,0,9,3,74,1,0,1,1,0,1
43,1,1,5,60,1,1,1,1,0,1
3,0,5,5,84,1,0,0,1,0,1
33,1,10,2,4,0,1,0,0,1,1
6,0,3,10,25,0,1,0,1,0,1
50,1,7,6,84,1,1,0,0,1,1
10,0,4,9,72,0,0,0,0,0,1
5,1,4,7,16,1,1,0,0,1,1
23,0,1,8,100,0,1,1,1,1,1
10,1,1,2,65,0,0,0,0,1,1
44,1,10,9,50,1,0,0,0,0,1
2,0,2,3,46,0,1,0,0,1,1
13,1,2,10,39,0,1,0,1,1,1
40,1,1,5,91,0,1,0,0,0,1
2,0,8,7,26,1,0,0,1,0,1
20,0,6,4,39,0,0,0,1,1,1
1,1,6,7,0,0,1,0,1,1,1
37,0,10,8,45,0,0,1,0,0,1
9,0,10,10,10,0,1,0,0,0,1
17,0,9,10,38,1,1,1,1,1,1
9,1,5,4,17,1,0,0,0,0,1
11,1,4,5,90,1,0,0,1,0,1
15,1,6,3,46,0,0,0,1,1,1
24,1,8,5,73,1,0,0,1,0,1
38,1,1,8,99,1,1,0,1,1,1
35,1,7,3,20,0,1,0,0,0,1
30,1,8,5,27,0,0,0,0,0,1
31,0,9,10,0,0,1,0,0,0,1
49,1,8,1,13,1,0,1,0,0,1
5,1,7,2,19,0,0,1,1,0,1
44,0,3,3,72,1,1,1,1,0,1
50,0,2,1,44,0,0,0,0,1,1
14,0,3,9,60,1,1,0,1,0,1
11,1,4,9,26,0,0,0,0,1,1
9,0,4,5,55,0,1,1,1,0,1
34,1,6,4,51,1,0,1,1,0,1
12,1,7,5,67,0,1,0,0,0,1
35,1,4,4,36,1,0,1,1,0,1
35,0,10,5,81,0,0,1,1,0,1
1,0,6,7,30,1,0,0,0,0,1
40,1,9,8,48,1,1,1,0,1,1
22,1,6,2,52,0,0,1,0,1,1
29,1,3,4,38,0,0,0,1,0,1
8,0,1,8,9,0,0,1,1,1,1
11,1,10,7,8,1,0,0,1,0,1
41,0,10,9,91,1,0,0,0,1,1
37,1,5,5,91,1,1,1,1,1,1
14,0,10,6,12,1,1,0,0,0,1
30,1,10,8,17,1,1,1,1,1,1
35,0,3,5,11,1,0,1,1,0,1
21,0,8,9,71,1,1,0,1,0,1
37,0,10,4,86,0,0,1,0,1,1
5,0,1,8,4,1,1,0,1,0,1
19,0,2,3,6,0,1,1,1,1,1
14,0,3,5,14,1,1,0,0,0,1
26,1,3,8,66,1,0,0,1,1,1
4,1,8,10,17,1,0,0,1,1,1
25,1,5,7,37,0,0,0,1,1,1
45,1,8,1,25,1,1,0,0,0,1
42,0,6,4,37,1,0,0,1,1,1
25,1,2,2,58,1,0,0,1,1,1
18,0,4,2,51,0,1,0,0,0,1
40,0,9,7,32,0,1,1,0,1,1
8,0,4,3,20,1,0,1,1,1,1
39,1,5,3,16,1,1,1,0,0,1
40,0,5,6,61,1,0,1,1,1,1
14,1,10,6,58,0,1,1,0,1,1
32,1,8,1,1,1,0,1,1,0,1
38,1,6,1,63,1,0,1,0,0,1
33,1,10,6,24,1,1,1,0,0,1
23,1,7,7,40,0,1,0,1,1,1
15,0,6,9,18,1,0,1,0,0,1
33,0,5,4,37,1,1,1,0,0,1
25,1,5,10,24,0,0,1,0,0,1
17,0,3,6,38,1,1,1,0,1,1
33,1,7,3,3,1,0,0,1,0,1
47,0,10,4,2,1,1,0,1,0,1
2,0,5,9,33,0,0,1,1,0,1
14,0,7,1,9,0,1,1,1,1,1
40,0,2,5,26,1,0,0,0,0,1
40,0,9,7,89,0,0,0,0,0,1
39,0,8,3,90,1,1,0,1,1,1
6,0,5,2,0,1,1,1,0,1,1
6,0,2,2,43,0,0,0,0,0,1
3,0,6,1,83,0,0,0,0,0,1
7,0,8,5,51,0,1,0,0,1,1
8,0,7,3,24,1,1,0,1,0,1
42,0,8,7,73,1,0,0,0,0,1
15,0,4,1,64,1,0,0,1,1,1
47,1,3,9,79,1,0,1,0,0,1
29,0,7,2,10,0,1,1,1,1,1
33,0,2,8,67,1,1,0,1,1,1
30,0,5,10,98,0,0,0,1,0,1
39,0,7,4,76,1,1,0,1,1,1
27,0,1,6,84,1,0,1,1,1,1
36,0,4,9,14,0,0,1,0,0,1
29,1,2,7,56,0,1,1,0,0,1
38,1,6,8,73,1,1,1,0,1,1
33,1,1,7,63,0,1,0,1,1,1
37,0,7,2,10,1,0,1,0,0,1
27,0,3,9,95,1,1,0,1,0,1
33,0,1,1,96,1,1,0,1,1,1
4,1,8,2,19,1,1,0,1,0,1
22,0,7,3,99,0,0,0,1,1,1
2,0,2,3,29,0,0,0,1,0,1
10,1,7,10,9,0,0,0,1,1,1
5,1,3,4,53,0,1,0,1,1,1
10,0,9,5,57,1,0,0,0,1,1
33,0,8,6,78,1,0,1,1,0,1
38,0,5,1,28,0,0,0,1,1,1
13,0,7,8,0,0,1,1,0,0,1
31,1,3,6,57,0,0,0,0,0,1
47,0,1,10,20,1,0,0,0,1,1
36,0,1,9,14,0,0,0,0,0,1
45,1,2,5,66,1,1,0,1,0,1
24,0,8,7,32,0,0,0,0,1,1
15,0,1,4,37,0,0,1,0,1,1
29,1,5,6,18,1,0,0,1,0,1
8,1,9,6,3,1,1,1,0,1,1
5,0,9,4,75,0,1,0,0,1,1
29,1,2,6,88,0,0,1,1,1,1
47,1,7,8,97,1,0,1,1,0,1
4,0,1,5,80,1,0,1,0,1,1
12,1,3,2,57,1,1,0,1,0,1
45,0,6,9,69,1,1,1,1,1,1
2,0,9,4,11,1,1,1,1,0,1
27,0,10,4,78,0,1,0,0,1,1
31,0,2,7,16,1,0,0,0,1,1
36,1,7,10,0,0,0,0,1,0,1
36,0,4,10,13,1,1,1,1,1,1
26,0,2,6,1,1,1,0,1,1,1
43,0,3,4,3,0,1,0,0,1,1
27,0,6,6,65,0,0,1,0,1,1
5,1,10,3,89,1,1,0,0,0,1
20,1,9,7,45,1,1,0,0,1,1
11,1,8,6,49,1,1,0,0,0,1
10,0,10,3,59,0,1,0,0,0,1
40,1,9,1,51,0,1,1,1,0,1
38,1,4,10,96,1,0,0,0,1,1
6,0,4,5,47,0,1,1,0,1,1
8,1,9,10,38,1,1,0,0,0,1
23,0,8,2,69,0,0,1,1,0,1
47,1,2,7,59,1,1,1,1,0,1
26,1,8,7,29,1,1,0,1,1,1
46,1,1,4,85,1,1,0,1,0,1
43,1,9,6,26,0,0,0,1,1,1
12,0,9,1,82,1,1,1,1,0,1
26,0,8,2,73,1,0,1,1,1,1
13,1,5,6,54,0,0,0,1,0,1
40,0,5,2,69,0,1,1,0,1,1
18,1,3,4,25,1,0,0,0,1,1
25,1,5,4,41,1,1,0,0,1,1
33,1,4,10,66,1,0,0,0,0,1
47,1,1,9,66,1,0,0,1,1,1
40,1,9,10,51,0,0,1,0,0,1
43,1,10,7,5,1,1,0,0,1,1
12,0,4,7,9,0,1,1,0,1,1
44,0,3,1,37,1,0,0,0,1,1
36,1,6,5,76,1,1,0,0,1,1
48,0,1,3,11,1,0,1,1,0,1
4,1,5,3,45,0,1,1,0,1,1
5,0,7,6,48,0,0,0,1,0,1
37,0,2,4,90,0,1,0,1,1,1
8,0,10,8,71,1,0,1,1,1,1
42,1,9,4,62,0,1,1,0,0,1
49,0,6,8,68,1,1,1,1,0,1
28,1,2,4,99,1,1,0,0,0,1
31,1,8,3,42,1,1,0,0,0,1
9,1,8,5,93,1,1,0,0,0,1
29,0,1,5,59,1,0,0,1,0,1
14,0,1,10,100,1,0,1,0,0,1
40,0,1,10,28,1,1,1,0,0,1
41,1,4,1,85,1,1,1,1,1,1
22,1,4,8,77,0,0,1,1,0,1
11,0,8,8,73,1,1,1,0,1,1
23,1,1,8,10,0,1,1,1,0,1
1,0,10,10,34,1,1,0,1,0,1
46,0,3,4,22,1,1,0,1,0,1
37,0,1,9,71,1,0,1,0,0,1
21,0,9,10,20,1,1,1,1,1,1
26,1,10,3,36,0,0,0,0,0,1
46,0,9,7,27,0,0,1,0,0,1
36,0,7,6,94,0,0,0,0,0,1
23,0,8,9,57,0,0,0,0,0,1
1,0,1,4,52,0,1,1,0,0,1
40,0,5,4,27,0,0,1,1,0,1
15,0,2,6,41,1,1,0,0,1,1
21,0,1,8,90,1,1,0,0,0,1
47,1,3,3,84,0,0,1,0,1,1
9,1,7,8,72,0,0,0,1,1,1
9,1,1,8,92,0,1,1,0,0,1
10,1,2,7,60,1,1,0,1,0,1
26,0,2,7,78,1,0,1,1,0,1
41,1,4,5,32,1,0,0,1,1,1
35,1,3,2,54,1,1,1,0,0,1
25,1,3,2,36,1,0,1,0,1,1
26,0,10,10,46,0,0,1,0,0,1
11,1,5,8,35,1,1,1,1,0,1
38,1,3,6,27,0,1,1,0,1,1
2,0,7,8,9,1,1,0,0,0,1
7,1,5,3,22,0,1,0,1,0,1
18,0,4,1,91,1,1,1,0,0,1
27,1,3,6,97,1,1,0,1,1,1
34,0,4,2,4,1,0,0,0,1,1
